"13GS_c"	 0.000000000000000E+00	 2.540588028763321E+01
"16GS_c"	 0.000000000000000E+00	 6.685852252969738E+00
"2OBUTt_c_m"	 0.000000000000000E+00	 3.394565093189016E+00
"2OXOADPt_c_m"	 0.000000000000000E+00	 2.459359518916897E+01
"AASADy_c"	 0.000000000000000E+00	 2.459359518916897E+01
"AATA_c"	 0.000000000000000E+00	 2.459359518916897E+01
"ACALDt_c_m"	 1.912628218434000E-04	 0.000000000000000E+00
"ACGAM6PS_c"	 0.000000000000000E+00	 6.003678289993983E-01
"ACGAMPM_c"	 0.000000000000000E+00	 6.003678289993983E-01
"ACHBS_m"	 0.000000000000000E+00	 3.394565093188930E+00
"ACLS_m"	 0.000000000000000E+00	 3.997041254071576E+00
"ADSK_c"	 0.000000000000000E+00	 2.849996604910255E+01
"AGTi_c"	 9.999999999999999E-05	 0.000000000000000E+00
"AHSERL2_c"	 0.000000000000000E+00	 4.906311530951754E+00
"AICART_c"	 0.000000000000000E+00	 5.654099366059029E-02
"ALATA_L_m"	 4.253943287957379E+01	 0.000000000000000E+00
"ALCD2i2_m"	 9.936608628697265E-05	 0.000000000000000E+00
"ALDD2y_m"	 9.999999999999999E-05	 0.000000000000000E+00
"ANS_c"	 0.000000000000000E+00	 4.674721146382158E+00
"ASPCT_c"	 4.203263271134438E+01	 0.000000000000000E+00
"ATPM_c"	 0.000000000000000E+00	 1.000682914309436E-06
"ATPPRT_c"	 0.000000000000000E+00	 9.645550872372155E-02
"BPNT_c"	 0.000000000000000E+00	 2.161197413855759E+01
"CHORM_c"	 0.000000000000000E+00	 2.237685599913050E+01
"CHORS_c"	 0.000000000000000E+00	 2.705157714551272E+01
"CHTNS_c"	 0.000000000000000E+00	 6.003678289993983E-01
"CYTK1_c"	 0.000000000000000E+00	 6.246186656189050E+00
"DDPA_c"	 0.000000000000000E+00	 2.705157714551272E+01
"DHAD1_m"	 0.000000000000000E+00	 3.997041254071576E+00
"DHAD2_m"	 0.000000000000000E+00	 3.394565093188930E+00
"DHORDfum_c"	 4.203263271134438E+01	 0.000000000000000E+00
"DHORTS_c"	 1.346191043265892E+02	 0.000000000000000E+00
"DHQS_c"	 0.000000000000000E+00	 2.705157714551272E+01
"DHQTi_c"	 0.000000000000000E+00	 2.705157714551272E+01
"DOLPMT_c"	 0.000000000000000E+00	 1.637232170350103E+01
"ETOHt_c_m"	 9.941691702836032E-05	 0.000000000000000E+00
"EX_ca2_e"	 0.000000000000000E+00	 2.263981407641485E-02
"EX_cu2_e"	 5.043864218605781E-03	 0.000000000000000E+00
