"13GS_c"	 2.000000000000000E+08	 2.000000000000000E+08
"16GS_c"	 2.000000000000000E+08	 2.000000000000000E+08
"2OBUTt_c_m"	 0.000000000000000E+00	 2.000000000000000E+08
"2OXOADPt_c_m"	 2.000000000000000E+08	 2.000000000000000E+08
"AASADy_c"	 2.000000000000000E+08	 2.000000000000000E+08
"AATA_c"	 2.000000000000000E+08	 2.000000000000000E+08
"ABTA_c"	 0.000000000000000E+00	 2.000000000000000E+08
"ACACT40ir_c"	 2.000000000000000E+08	 2.000000000000000E+08
"ACGAM6PS_c"	 2.000000000000000E+08	 2.000000000000000E+08
"ACGAMPM_c"	 2.000000000000000E+08	 2.000000000000000E+08
"ACGK_m"	 2.000000000000000E+08	 2.000000000000000E+08
"ACHBS_m"	 2.000000000000000E+08	 2.000000000000000E+08
"ACITL_c"	 2.000000000000000E+08	 2.000000000000000E+08
"ACKr_c"	 0.000000000000000E+00	 2.000000000000000E+08
"ACLS_m"	 2.000000000000000E+08	 2.000000000000000E+08
"ACONTa_m"	 2.000000000000000E+08	 2.000000000000000E+08
"ACONTb_m"	 2.000000000000000E+08	 2.000000000000000E+08
"ACOTAi_m"	 2.000000000000000E+08	 2.000000000000000E+08
"ACS_c"	 2.000000000000000E+08	 2.000000000000000E+08
"ADK1_c"	 2.000000000000000E+08	 2.000000000000000E+08
"ADNK1_c"	 2.000000000000000E+08	 2.000000000000000E+08
"ADPATPt_c_m"	 2.000000000000000E+08	 2.000000000000000E+08
"ADSK_c"	 2.000000000000000E+08	 2.000000000000000E+08
"ADSL1r_c"	 2.000000000000000E+08	 2.000000000000000E+08
"ADSL2i_c"	 2.000000000000000E+08	 2.000000000000000E+08
"ADSS_c"	 2.000000000000000E+08	 2.000000000000000E+08
"AGPRi_m"	 2.000000000000000E+08	 2.000000000000000E+08
"AGTi_c"	 0.000000000000000E+00	 2.000000000000000E+08
"AHCi_c"	 2.000000000000000E+08	 2.000000000000000E+08
"AHSERL2_c"	 0.000000000000000E+00	 2.000000000000000E+08
"AICART_c"	 2.000000000000000E+08	 2.000000000000000E+08
"AIRC1_c"	 2.000000000000000E+08	 2.000000000000000E+08
"AKGDH_m"	 2.000000000000000E+08	 2.000000000000000E+08
"AKGMALta_m"	 2.000000000000000E+08	 0.000000000000000E+00
"ALATA_L_m"	 2.000000000000000E+08	 2.000000000000000E+08
