product,name,precursor,MW (g/mol),rateFBA,yieldFBA,vCarbonSourcesFBA,rateRBA,yieldRBA,vCarbonSourcesRBA,yRBA/yFBA,yieldExp_LB_(g/g_substrate),yieldExp_UB_(g/g_substrate),SimulationSettings,yieldEXP_conditions,yieldExp_ref,fluxExp_LB_(mmol product/(gDW*h)),fluxExp_UB_(mmol product/(gDW*h)),,vCarbonSources,RBA: vCarbonSources,carbonSlack,RBA: carbonSlack,vprod,RBA: vprod,yield,RBA: yield
13ppd,"1,3-Propanediol",Glycerol,76.09,17.548813010979188,0.5610787002536259,-13.21,9.85312857716628,0.31502874707534667,-13.21,0.5614698026015662,,,,,,,,,,-13.21,,0.0,,9.85312857716628,,0.31502874707534667
2phetoh,2-Phenylethanol,L-Phenylalanine,122.16,6.838913436391974,0.3510464475197463,-13.21,3.845522270196026,0.19739348134264229,-13.21,0.5623001820337149,,,,,,,,,,-13.21,,0.0,,3.845522270196026,,0.19739348134264229
3hppa,3-Hydroxypropionic acid,Malonyl-CoA,90.08,21.375752319099682,0.809092616369917,-13.21,11.488529045564635,0.43485178369194266,-13.21,0.5374561266458628,,,,,,,,,,-13.21,,0.0,,11.488529045564635,,0.43485178369194266
3hppb,3-Hydroxypropionic acid,L-Alanine,90.08,21.39643972764025,0.8098756545176339,-13.21,12.576625959005113,0.4760372898400915,-13.21,0.5877905912897478,,,,,,,,,,-13.21,,0.0,,12.576625959005113,,0.4760372898400915
3hppa,3-Hydroxypropionic acid,Malonyl-CoA,90.08,21.375752319099682,0.809092616369917,-13.21,11.488529045564635,0.43485178369194266,-13.21,0.5374561266458628,,,,,,,,,,-13.21,,0.0,,11.488529045564635,,0.43485178369194266
3hppb,3-Hydroxypropionic acid,L-Alanine,90.08,21.39643972764025,0.8098756545176339,-13.21,12.576625959005113,0.4760372898400915,-13.21,0.5877905912897478,,,,,,,,,,-13.21,,0.0,,12.576625959005113,,0.4760372898400915
4hbz,p-Hydroxybenzoate,Chorismate,137.11,9.2792628798242,0.5346025930746874,-13.21,5.187073342235507,0.2988408556952343,-13.21,0.5589962704380005,,,,,,,,,,-13.21,,0.0,,5.187073342235507,,0.2988408556952343
arte,Artermisinic acid,Farnesyl diphosphate,234.33,2.8037572147545617,0.2760684318915517,-13.21,1.126207010035423,0.11089055842981363,-13.21,0.401677792966111,,,,,,,,,,-13.21,,0.0,,1.126207010035423,,0.11089055842981363
btd,"(2R,3R)-Butanediol",Pyruvate,90.12,13.140841392896453,0.4976142496369529,-13.21,7.548174307573895,0.28583246550884744,-13.21,0.5744057082717864,,,,,,,,,,-13.21,,0.0,,7.548174307573895,,0.28583246550884744
btoh,n-Butanol,Threonine or (acetyl-CoA and pyruvate),74.12,11.121793120992086,0.3463846792986046,-13.21,6.523270009508402,0.20316515202543312,-13.21,0.5865304217173313,,,,,,,,,,-13.21,,0.0,,6.523270009508402,,0.20316515202543312
citm,Citramalate,Acetyl-CoA and pyruvate,146.1,15.045434193210559,0.9236414048139786,-13.21,8.150747795800322,0.500375598850761,-13.21,0.5417422781642586,,,,,,,,,,-13.21,,0.0,,8.150747795800322,,0.500375598850761
cou,p-Coumaric acid,L-Tyrosine,163.15,7.131849838836236,0.4889199068966253,-13.21,3.955296009500714,0.2711530669340678,-13.21,0.5545960864125727,,,,,,,,,,-13.21,,0.0,,3.955296009500714,,0.2711530669340678
hdca,Hexadecanoic acid,Fatty acyl-CoA,256.4,2.7931598602711563,0.3009277686369871,-13.21,1.556852275519342,0.16773120938519076,-13.21,0.5573802980858407,,,,,,,,,,-13.21,,0.0,,1.556852275519342,,0.16773120938519076
hxdcol,Hexadecanol,Fatty acyl-CoA,242.44,2.685842191704124,0.2736107892953989,-13.21,1.506589420119341,0.15347853334651942,-13.21,0.5609374313847658,,,,,,,,,,-13.21,,0.0,,1.506589420119341,,0.15347853334651942
ibutoh,Isobutanol,Isobutanol,74.12,12.186591051274812,0.37954746928996347,-13.21,6.855907752974317,0.21352504784794904,-13.21,0.5625779780521261,,,,,,,,,,-13.21,,0.0,,6.855907752974317,,0.21352504784794904
lac__L,L-Lactate,Pyruvate,89.07,24.801444172664286,0.9282327225140719,-13.21,13.261809852433503,0.4963439136482304,-13.21,0.5347192590925989,,,,,,,,,,-13.21,,0.0,,13.261809852433503,,0.4963439136482304
muco,"cis,cis-Muconate",3-Dehydroshikimate,140.09,10.55289700370042,0.6211940488688051,-13.21,4.764001369341877,0.2804319324257876,-13.21,0.4514401464992371,,,,,,,,,,-13.21,,0.0,,4.764001369341877,,0.2804319324257876
nrgn,(2S)-Naringenin,Tyrosine and malonyl-CoA,272.25,4.156297818389784,0.47546986784916717,-13.21,2.269518181130804,0.2596270904575364,-13.21,0.5460432048659236,,,,,,,,,,-13.21,,0.0,,2.269518181130804,,0.2596270904575364
odealc,oleyl alcohol,oleoyl-CoA,268.5,0.0,0.0,-0.332925,,,,,0.027200000000000002,0.027999999999999997,"media:reset;c_sources:EX_sucr_e;media:reset;c_sources:EX_sucr_e;EX_sucr_e:(-0.332925,1000);EX_k_e:(-0.1,1000);EX_nh4_e:(-0.09,1000);EX_ca2_e:(-0.002844,1000);EX_mg2_e:(-0.004689,1000);EX_pi_e:(-0.01,1000);EX_no3_e:(-0.003217,1000);EX_cl_e:(-0.00643,1000);EX_so4_e:(-0.002,1000);EX_h_e:(-1000,1000);EX_h2o_e:(-1000,1000);EX_btn_c:(-0.01,1000);EX_o2_e:(-26.25403530509562,1000);EX_co2_e:(0,1000);EX_thm_e:(-1000,1000);EX_ribflv_e:(-1000,1000);EX_nac_e:(-1000,1000);EX_pydxn_e:(-1000,1000);EX_fol_e:(-1000,1000);EX_pnto__R_e:(-1000,1000);EX_4abz_e:(-1000,1000);EX_cu2_e:(-1000,1000);EX_fe2_e:(-1000,1000);EX_fe3_e:(-1000,1000);EX_mn2_e:(-1000,1000);EX_na1_e:(-1000,1000);EX_ni2_e:(-1000,1000);EX_zn2_e:(-1000,1000);EX_cobalt2_e:(-1000,1000);EX_inost_e:(-1000,1000);EX_asp__L_e:(-0.00046,1000);EX_thr__L_e:(-0.000276,1000);EX_ser__L_e:(-0.000334,1000);EX_glu__L_e:(-0.001013,1000);EX_gly_e:(-0.000747,1000);EX_tyr__L_e:(-0.000094,1000);EX_lys__L_e:(-0.000216,1000);EX_arg__L_e:(-0.000236,1000);EX_trp__L_e:(-0.000023,1000);EX_chol_e:(-0.090319,1000);EX_ala__L_e:(-0.001179,1000);EX_val__L_e:(-0.000463,1000);EX_met__L_e:(-0.000132,1000);EX_ile__L_e:(-0.000253,1000);EX_leu__L_e:(-0.000709,1000);EX_phe__L_e:(-0.000229,1000);EX_his__L_e:(-0.000205,1000);EX_pro__L_e:(-0.000761,1000);BIOMASS_MFA:(0.0133333333333333,1000)",Fed-batch; 2L; 40 g/L after 24 h; pH 5.0; sucrose as substrate,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4607723/,0.005138585269748739,1000.0,"Rounded up trace element uptakes to account for contributions from seed cultures, until yields could be replicated",,,,,,,,
pmtalc,palmityl alcohol,palmitoyl-CoA,242.44,0.0,0.0,-0.332925,,,,,0.0036,0.006,"media:reset;c_sources:EX_sucr_e;media:reset;c_sources:EX_sucr_e;EX_sucr_e:(-0.332925,1000);EX_k_e:(-0.1,1000);EX_nh4_e:(-0.09,1000);EX_ca2_e:(-0.002844,1000);EX_mg2_e:(-0.004689,1000);EX_pi_e:(-0.01,1000);EX_no3_e:(-0.003217,1000);EX_cl_e:(-0.00643,1000);EX_so4_e:(-0.002,1000);EX_h_e:(-1000,1000);EX_h2o_e:(-1000,1000);EX_btn_c:(-0.01,1000);EX_o2_e:(-26.25403530509562,1000);EX_co2_e:(0,1000);EX_thm_e:(-1000,1000);EX_ribflv_e:(-1000,1000);EX_nac_e:(-1000,1000);EX_pydxn_e:(-1000,1000);EX_fol_e:(-1000,1000);EX_pnto__R_e:(-1000,1000);EX_4abz_e:(-1000,1000);EX_cu2_e:(-1000,1000);EX_fe2_e:(-1000,1000);EX_fe3_e:(-1000,1000);EX_mn2_e:(-1000,1000);EX_na1_e:(-1000,1000);EX_ni2_e:(-1000,1000);EX_zn2_e:(-1000,1000);EX_cobalt2_e:(-1000,1000);EX_inost_e:(-1000,1000);EX_asp__L_e:(-0.00046,1000);EX_thr__L_e:(-0.000276,1000);EX_ser__L_e:(-0.000334,1000);EX_glu__L_e:(-0.001013,1000);EX_gly_e:(-0.000747,1000);EX_tyr__L_e:(-0.000094,1000);EX_lys__L_e:(-0.000216,1000);EX_arg__L_e:(-0.000236,1000);EX_trp__L_e:(-0.000023,1000);EX_chol_e:(-0.090319,1000);EX_ala__L_e:(-0.001179,1000);EX_val__L_e:(-0.000463,1000);EX_met__L_e:(-0.000132,1000);EX_ile__L_e:(-0.000253,1000);EX_leu__L_e:(-0.000709,1000);EX_phe__L_e:(-0.000229,1000);EX_his__L_e:(-0.000205,1000);EX_pro__L_e:(-0.000761,1000);BIOMASS_MFA:(0.0133333333333333,1000)",Fed-batch; 2L; 40 g/L after 24 h; pH 5.0; sucrose as substrate,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4607723/,0.000753211910791016,1000.0,,,,,,,,,
polyhb,Polyhydroxybutyrate,Acetoacetyl-CoA,103.1,14.65419847371714,0.6348471675461539,-13.21,8.20628588711994,0.35551158672075656,-13.21,0.5599955467941984,,,,,,,,,,-13.21,,0.0,,8.20628588711994,,0.35551158672075656
retcln,Reticuline,L-Tyrosine and L-phenylalanine,329.4,2.6780004088565814,0.37066594378292866,-13.21,1.385263643793736,0.1917363620322294,-13.21,0.5172753668044429,,,,,,,,,,-13.21,,0.0,,1.385263643793736,,0.1917363620322294
rsvtol,Resveratrol,L-Tyrosine and malonyl-CoA,228.24,4.156297818389828,0.39860878838528957,-13.21,2.269518180601756,0.21765762024688567,-13.21,0.5460432047386294,,,,,,,,,,-13.21,,0.0,,2.269518180601756,,0.21765762024688567
sesqt,Sesquiterpenes,Farnesyl diphosphate,246.3,2.9832364828270976,0.308745435056593,-13.21,1.666255118235443,0.17244649036584378,-13.21,0.5585394010254252,,,,,,,,,,-13.21,,0.0,,1.666255118235443,,0.17244649036584378
skm,Shikimate,Shikimate,174.15,9.821173083203362,0.7186795636060093,-13.21,5.413922744871283,0.39617218867011955,-13.21,0.5512501102470572,,,,,,,,,,-13.21,,0.0,,5.413922744871283,,0.39617218867011955
stalc,stearyl alcohol,stearoyl-CoA,270.5,0.0,0.0,-0.332925,,,,,0.006,0.0092,"media:reset;c_sources:EX_sucr_e;media:reset;c_sources:EX_sucr_e;EX_sucr_e:(-0.332925,1000);EX_k_e:(-0.1,1000);EX_nh4_e:(-0.09,1000);EX_ca2_e:(-0.002844,1000);EX_mg2_e:(-0.004689,1000);EX_pi_e:(-0.01,1000);EX_no3_e:(-0.003217,1000);EX_cl_e:(-0.00643,1000);EX_so4_e:(-0.002,1000);EX_h_e:(-1000,1000);EX_h2o_e:(-1000,1000);EX_btn_c:(-0.01,1000);EX_o2_e:(-26.25403530509562,1000);EX_co2_e:(0,1000);EX_thm_e:(-1000,1000);EX_ribflv_e:(-1000,1000);EX_nac_e:(-1000,1000);EX_pydxn_e:(-1000,1000);EX_fol_e:(-1000,1000);EX_pnto__R_e:(-1000,1000);EX_4abz_e:(-1000,1000);EX_cu2_e:(-1000,1000);EX_fe2_e:(-1000,1000);EX_fe3_e:(-1000,1000);EX_mn2_e:(-1000,1000);EX_na1_e:(-1000,1000);EX_ni2_e:(-1000,1000);EX_zn2_e:(-1000,1000);EX_cobalt2_e:(-1000,1000);EX_inost_e:(-1000,1000);EX_asp__L_e:(-0.00046,1000);EX_thr__L_e:(-0.000276,1000);EX_ser__L_e:(-0.000334,1000);EX_glu__L_e:(-0.001013,1000);EX_gly_e:(-0.000747,1000);EX_tyr__L_e:(-0.000094,1000);EX_lys__L_e:(-0.000216,1000);EX_arg__L_e:(-0.000236,1000);EX_trp__L_e:(-0.000023,1000);EX_chol_e:(-0.090319,1000);EX_ala__L_e:(-0.001179,1000);EX_val__L_e:(-0.000463,1000);EX_met__L_e:(-0.000132,1000);EX_ile__L_e:(-0.000253,1000);EX_leu__L_e:(-0.000709,1000);EX_phe__L_e:(-0.000229,1000);EX_his__L_e:(-0.000205,1000);EX_pro__L_e:(-0.000761,1000);BIOMASS_MFA:(0.0133333333333333,1000)",Fed-batch; 2L; 40 g/L after 24 h; pH 5.0; sucrose as substrate,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4607723/,0.001125130595515551,1000.0,,,,,,,,,
styr,Styrene,L-Phenylalanine,104.15,6.792237941748743,0.2972491473127746,-13.21,3.820885493315673,0.1672136583859752,-13.21,0.5625370498036381,,,,,,,,,,-13.21,,0.0,,3.820885493315673,,0.1672136583859752
tag,Triacylglycerol,Triacylglycerol,824.3,0.0,0.0,-2.20113372715757,,,,,0.129384,0.1468,"c_sources:EX_glc__D_e;BIOMASS_MFA:(0.009615384615,0.14);EX_glc__D_e:(-2.20113372715757,1000);EX_nh4_e:(-0.181824845165991,1000);EX_o2_e:(-26.25403530509562,1000)",Strain CBS 14; minimal media; N limitation; max growth of 0.14/h; sugar went from 40.8 ± 0.3 to 3.19 ± 0.81 g/l (cultivated in 0.5 l),https://link.springer.com/article/10.1186/s13068-019-1478-8,,,,,,,,,,,
tal,triacetic acid lactone,Acetyl-CoA and Malonyl-CoA,126.11004,10.47152239113798,0.5548913322169765,-13.21,5.840663603323073,0.3094997543644599,-13.21,0.5577664245139762,0.11450973051259666,0.1208420658404822,,"Strain IFO0880 with genetic modifications made to allow TAL production; grown using glucose. UB is theoretical maximum yield, while LB is observed yield at 95 h. Use biomass from RT_IFO0880 model (Kim et al. (2020)), to provide data based on similar conditions.",https://analyticalsciencejournals.onlinelibrary.wiley.com/doi/full/10.1002/bit.28159,0.011133019284161489,0.012780647900976147,,,-13.21,,0.0,,5.840663603323073,,0.3094997543644599
