,fluxes,reduced_costs,abs,unique
12AMANTF_g,0.0,-2.0,0.0,False
13BDGLUCANt_c_en,0.13661897940875262,-2.0,0.13661897940875262,True
13BGH_e,0.0,-2.0,0.0,False
13GS_c,0.13661897940875262,-2.0,0.13661897940875262,False
14BMANTF_c,0.0,-2.0,0.0,False
14DMLANOSTt_c_e,0.0,2.0,0.0,False
16GS_c,0.03595241471182423,-2.0,0.03595241471182423,False
1AGPCt_l_rm,0.0,2.0,0.0,False
1AGPEt_l_rm,0.0,2.0,0.0,False
1MLCLAT_mm,0.0,-2.0,0.0,False
2DDA7Pt_c_m,0.0,2.0,0.0,False
2DHPt_c_m,0.0,2.0,0.0,False
2DOXG6PP_c,0.0,-2.0,0.0,False
2MBACt_c_e,0.0,-2.0,0.0,False
2MBALDt_c_e,0.0,2.0,0.0,False
2MBALDt_c_m,0.0,2.0,0.0,False
2MBTOHt_c_e,0.0,-2.0,0.0,False
2MBTOHt_c_m,0.0,-2.0,0.0,False
2OBUTt_c_m,0.00045508515158474913,-2.0,0.00045508515158474913,False
2OGMAH_c,0.0,-2.0,0.0,False
2OSUCAH_c,0.0,-2.0,0.0,False
2OXOADPt_c_m,0.02089373350420341,-2.0,0.02089373350420341,False
2PHETOHt_c_e,0.0,-2.0,0.0,True
2PHETOHt_c_m,0.0,2.0,0.0,False
3C3HMPt_c_e,0.0,-2.0,0.0,False
3C3HMPt_c_m,0.0,-2.0,0.0,False
3C4MOPt_c_m,0.0,2.0,0.0,False
3DHSKD_c,0.0,2.0,0.0,False
3DSPHR_r,0.0005632562983668911,-2.0,0.0005632562983668911,False
3HACD200_rm,0.001810632961652685,-2.0,0.001810632961652685,False
3HACD220_rm,0.001810632961652685,-2.0,0.001810632961652685,False
3HACD240_rm,0.001466405428053344,-2.0,0.001466405428053344,False
3HACD260_rm,0.00028162814918344557,-2.0,0.00028162814918344557,False
3HAD100_c,0.021876214401407128,-2.0,0.021876214401407128,True
3HAD120_c,0.021876214401407128,-2.0,0.021876214401407128,True
3HAD140_c,0.021876214401407128,-2.0,0.021876214401407128,True
3HAD160_c,0.021876214401407128,-2.0,0.021876214401407128,True
3HAD180_c,0.0158769540793414,-2.0,0.0158769540793414,True
3HAD40_c,0.021876214401407128,-2.0,0.021876214401407128,True
3HAD40_m,0.0,2.0,0.0,False
3HAD60_c,0.021876214401407128,-2.0,0.021876214401407128,True
3HAD60_m,0.0,2.0,0.0,False
3HAD80_c,0.021876214401407128,-2.0,0.021876214401407128,True
3HAD80_m,0.0,2.0,0.0,False
3HAO_c,0.0,-2.0,0.0,False
3HBHYOX_c,0.0,-2.0,0.0,False
3HBRDH_c,0.0,2.0,0.0,False
3HCINNMH_c,0.0,-2.0,0.0,False
3HPPPNH_c,0.0,-2.0,0.0,False
3HXPHBt_c_m,0.0,2.0,0.0,False
3INDACNLAH_c,0.0,-2.0,0.0,False
3IPM3MT_c,0.0,-2.0,0.0,False
3MBALDt_c_e,0.0,-2.0,0.0,False
3MBALDt_c_m,0.0,2.0,0.0,False
3MLCLAT_mm,0.0,0.0,0.0,False
3MOBDC_c,0.0,11834.000000012826,0.0,False
3MOBR_m,0.0,-2.0,0.0,False
3MOPDC_c,0.0,-2.0,0.0,False
3MOPR_m,0.0,-2.0,0.0,False
3MOPt_c_e,0.0,2.0,0.0,False
3NP4H5MOBCL_m,0.0,-1.9999999999947704,0.0,False
3NPDHBZH_m,0.0,-2.0,0.0,False
3NPDHMT_m,0.0,-1.9999999999417923,0.0,False
3OACE200_rm,0.001810632961652685,-2.000000000007276,0.001810632961652685,False
3OACE220_rm,0.001810632961652685,-2.0,0.001810632961652685,False
3OACE240_rm,0.001466405428053344,-1.999999999992724,0.001466405428053344,False
3OACE260_rm,0.00028162814918344557,-1.999999999985448,0.00028162814918344557,False
3OACR200_rm,0.001810632961652685,-1.999999999996362,0.001810632961652685,False
3OACR220_rm,0.001810632961652685,-1.999999999996362,0.001810632961652685,False
3OACR240_rm,0.001466405428053344,-1.999999999996362,0.001466405428053344,False
3OACR260_rm,0.00028162814918344557,-1.999999999996362,0.00028162814918344557,False
3OADPCOAT_m,0.0,-2.000000000003638,0.0,False
3OAR100_c,0.021876214401407128,-2.0,0.021876214401407128,True
3OAR120_c,0.021876214401407128,-2.0,0.021876214401407128,True
3OAR140_c,0.021876214401407128,-2.0,0.021876214401407128,True
3OAR160_c,0.021876214401407128,-2.0,0.021876214401407128,True
3OAR180_c,0.0158769540793414,-2.0,0.0158769540793414,True
3OAR40_c,0.021876214401407128,-2.0,0.021876214401407128,True
3OAR40_m,0.0,-2.0,0.0,False
3OAR60_c,0.021876214401407128,-2.0,0.021876214401407128,True
3OAR60_m,0.0,-2.0,0.0,False
3OAR80_c,0.021876214401407128,-2.0,0.021876214401407128,True
3OAR80_m,0.0,-2.0,0.0,False
3OAS100_c,0.021876214401407128,-2.0,0.021876214401407128,True
3OAS120_c,0.021876214401407128,-1.999999999996362,0.021876214401407128,True
3OAS140_c,0.021876214401407128,-2.0,0.021876214401407128,True
3OAS160_c,0.021876214401407128,-2.000000000003638,0.021876214401407128,True
3OAS180_c,0.0158769540793414,-2.0,0.0158769540793414,True
3OAS40_c,0.021876214401407128,-2.000000000003638,0.021876214401407128,True
3OAS60_c,0.021876214401407128,-2.0,0.021876214401407128,True
3OAS80_c,0.021876214401407128,-2.000000000003638,0.021876214401407128,True
4ABUTNt_c_m,0.0,-2.0,0.0,False
4ABUTt_c_m,0.0,2.0,0.0,False
4ABUTtps_e,0.0,-2.0,0.0,False
4ABZt_c_e,0.0,2.0,0.0,False
4ABZt_c_m,0.0,-2.0,0.0,False
4AMPMS_c,0.0,-1.999999999998181,0.0,False
4CMCOAL_c,0.0,-2.0,0.0,False
4CMCOAL_x,0.0,-2.000000000003638,0.0,False
4DPMIPPH_c,0.0,2.0,0.0,False
4H2OGLTt_c_m,0.0,-2.0,0.0,False
4H2OGLTt_c_x,0.0,-2.0,0.0,False
4HBZCOAS_c,0.0,-2.0,0.0,False
4HBZF_c,0.0,-2.0,0.0,False
4HBZNPT_m,0.0,-2.0,0.0,False
4HBZt_c_m,0.0,-2.0,0.0,False
4HGLSD_m,0.0,2.0000000000004547,0.0,False
4HPEOR_c,0.0,-2.0,0.0,False
4HPLH_c,0.0,260.0000000002983,0.0,False
4HPPCL_c,0.0,-2.0,0.0,False
4HPPR_c,0.0,2.0,0.0,False
4HTHRS_c,0.0,-2.0,0.0,False
4MOPR_m,0.0,-2.0,0.0,False
5AOPt_c_m,-7.859847177629737e-05,2.0,7.859847177629737e-05,False
5AOPtps_e,0.0,-2.0,0.0,False
5FTHFt_c_e,0.0,-2.0,0.0,False
6DPMIPPH_c,0.0,-2.0,0.0,False
AACTOOR_c,0.0,1745.0000000018626,0.0,False
AASADy_c,0.02089373350420341,-2.0,0.02089373350420341,False
AATA_c,0.02089373350420341,-2.0,0.02089373350420341,False
ABTA_c,0.0,-2.0,0.0,True
ABTD2Dx_c,0.0,-2.000000000001819,0.0,False
ABTD2Dy_c,0.0,-2.0,0.0,False
ABTD4Dx_c,0.0,-2.000000000001819,0.0,False
ABTD4Dy_c,0.0,-2.0,0.0,False
ABTDt_c_e,0.0,-2.0,0.0,False
ABTLD_c,0.0,-2.0,0.0,False
ABTt_c_e,0.0,-2.0,0.0,False
ABUTD_m,0.0,-1.9999999999990905,0.0,False
ACACT100i_m,0.0,-2.0,0.0,False
ACACT100i_x,0.0,-2.0,0.0,False
ACACT101ei_x,0.0,-2.0,0.0,False
ACACT120i_m,0.0,-1.999999999996362,0.0,False
ACACT120i_x,0.0,-1.999999999996362,0.0,False
ACACT121ai_m,0.0,-2.0,0.0,False
ACACT121ai_x,0.0,-2.0,0.0,False
ACACT121di_x,0.0,15784.000000016029,0.0,False
ACACT122ei_x,0.0,-2.0,0.0,False
ACACT140i_m,0.0,-2.0,0.0,False
ACACT140i_x,0.0,-2.0,0.0,False
ACACT141ai_m,0.0,-2.0,0.0,False
ACACT141ai_x,0.0,-2.0,0.0,False
ACACT141bi_m,0.0,-2.0,0.0,False
ACACT141bi_x,0.0,-2.0,0.0,False
ACACT142i_x,0.0,-2.0,0.0,False
ACACT143i_x,0.0,-2.000000000003638,0.0,False
ACACT160i_m,0.0,-2.0,0.0,False
ACACT160i_x,0.0,-2.0,0.0,False
ACACT161ai_m,0.0,-2.0,0.0,False
