enz_id	MW (g/mmol)
rt2093	48.25209
rt7201	37.362880000000004
SPONT	nan
rt5185	86.06639999999999
rt7616	202.03608999999997
rt6298	55.59587999999999
rt0150	52.96475000000001
rt3279	58.63476
rt8106	33.74957
rt0208	26.685189999999995
rt5045	28.469700000000003
rt6557	33.7838
rt2267	33.41366
rt3472	39.48129
rt1611	37.50565999999999
rt2309	31.777070000000005
rt0302	138.63304
rt7207_m	38.114549999999994
rt0234	21.84755
rt5813	107.27321
rt4427	31.139850000000003
rt6518	72.32694999999998
rt4042	32.42655
rt6691	39.210190000000004
rt7423	75.14811
rt41987068	98.05355
rt4198	49.57215000000001
rt7829	67.45538
rt3097	37.09733
rt2975	36.427749999999996
rt8287	51.65118000000001
rt8327	37.97338
rt4722	55.635139999999986
rt0409	321.03739
rt1363	32.0788
rt2183	31.417429999999996
rt2190	30.890879999999996
rt1622_m	43.65615
rt2901	60.23484000000001
rt4390	60.70221999999998
rt2779	65.19787999999998
rt3465	61.76718999999999
rt5332	67.00503000000002
rt6434_c	59.91424000000001
rt8267_c	68.49440999999999
rt3465_x	61.76718999999999
rt5332_x	67.00503000000002
rt6434_x	59.91424000000001
rt8267_x	68.49440999999999
rt1973	109.52633999999999
rt6869	31.19183
rt0201	60.85907
UNKNOWN	nan
rt1374	66.58458
rt1395	155.11396000000002
LYS25	197.95353000000003
rt0172	48.51927
rt4039	49.21138
rt7471	67.72067
rt2569	48.53519
rt7537	56.11895000000001
rt1622_c	43.65615
rt4606	33.04656000000001
rt8084	42.14346
rt0620	28.768209999999996
rt8486	71.40123000000001
rt2756_m	51.40452
rt0517	42.10430000000001
rt0697	44.77504
rt5445	44.34520000000001
rt6860	44.309250000000006
rt0310	47.9863
rt0271	495.9399800000001
rt5429	60.11376
rt2578	63.207010000000004
rt1634	56.82872000000001
rt6091	53.909560000000006
rt4107	21.041809999999998
rt5121	66.28772000000001
rt4597	59.71949999999999
rt1009	100.48261000000001
rt7899	76.98857
rt3378	61.88803
rt1203	60.00139
ILV26	115.60145999999999
rt7317	153.70582
rt6872	28.56806
rt1358	507.49308
rt5015	49.609519999999996
rt4202	45.114270000000005
rt2040	51.44115
rt5702	45.968749999999986
rt1362	61.28423
rt0477	51.14518999999999
rt8487	52.68985
rt1644	47.323229999999995
rt1332	81.67236
rt4374	79.64313
rt4384	78.21329999999999
rt5893	13.20371
rt4274	59.135299999999994
rt3256	85.51295
rt6232	89.99172999999998
rt6510	54.1632
rt1163	70.83061000000001
rt5051	59.80189
rt0245	52.23982000000001
rt5418	41.383860000000006
rt0963	32.328900000000004
rt6229_c	73.99445999999999
rt7532_c	64.25629999999998
rt6229_n	73.99445999999999
rt7532_n	64.25629999999998
rt7285	26.171499999999995
rt5456	33.77157999999999
rt8364	39.781479999999995
rt4108	27.332469999999997
rt5301	86.45082
rt3300	110.52941
rt6190	55.871550000000006
rt3932	21.76583
rt7128_c	31.984030000000008
rt6761	30.1961
rt7128_m	31.984030000000008
rt2849	55.11795
rt4919	219.05599999999998
rt0017	37.259310000000006
rt5601	60.272690000000004
rt4336	33.90647
rt7777	36.55809
rt8143	28.767459999999996
rt7825	20.21008
rt0341	23.224970000000003
rt7437	217.92223999999996
rt3802	95.98996
rt0136	50.13798
rt3174_c	34.378859999999996
rt2689	60.88462999999999
rt1772	28.81406
rt7207_l	38.114549999999994
rt7207_rm	38.114549999999994
rt1378	92.01360999999997
rt2059_l	32.779619999999994
rt2059_rm	32.779619999999994
rt7662	65.89166
rt0451	39.40747999999999
rt4544	48.88338
rt1883	49.29291000000001
rt8250	47.31838000000001
rt4053	67.82829000000001
rt3764	69.32541
rt8378	32.90678
KGDCPLX	210.20432
KGDCPLX2	217.39002
rt3253	42.03199
rt5041	69.6675
rt0309	69.95305000000002
rt1267	112.99832
rt3605	106.98616999999999
rt0594	62.14363
rt5861	65.4859
rt3514	34.49972999999999
rt5740	40.88105
rt7110	38.73194
rt8149	38.85134
rt0733_m	38.48588
rt3939_m	38.259429999999995
rt1661	35.730239999999995
rt4416	34.3558
rt5186	36.63687
rt5194	39.63850000000001
rt5579	35.48422999999999
rt3282	38.39639999999999
rt0733_c	38.48588
rt3939_c	38.259429999999995
rt7070	38.57834000000001
rt7041	33.23914
rt3674_m	54.90572
rt2756_c	51.40452
rt7955_c	55.89171000000001
rt3674_c	54.90572
rt3516	203.83416000000003
rt4534	60.237179999999995
rt6702	56.573299999999996
rt0958	134.66895000000002
rt4363	91.53564000000001
rt3664	32.62699
rt1908	61.7013
rt3257_c	61.59753
rt3101	106.43885999999999
rt2062_c	39.71292999999999
rt7589	32.1507
rt2062_n	39.71292999999999
rt1532	42.03019
TRP23	283.1967199999999
rt4368	48.681110000000004
rt0084	23.541079999999994
rt5365	53.1294
rt2122	74.45034
rt8345	45.96345
rt5845	35.29381000000001
rt15442799	147.56027
rt6112	54.77723
rt4526	54.12245
rt7813	34.605779999999996
rt3236	52.58375
rt7828	49.499909999999986
rt1711	71.5905
rt0111	71.87853
rt1689	62.363569999999996
rt1648	63.33363000000001
rt3356	33.72295999999999
rt7912	39.267979999999994
rt7917	49.74232
rt5827	23.520069999999997
rt6899	62.39301999999999
rt6915	62.37216999999999
rt1962	39.856049999999996
rt5489	68.59571
rt1675	41.59515000000001
rt5259	40.8644
rt6769	67.62707999999999
rt0799	65.84908
rt3755	57.51105
rt7819	79.55534
rt4375	86.01800999999999
rt8313	247.30794
rt8431	77.32712000000001
rt6294	63.48945
rt1784_c	54.245659999999994
rt0568_c	94.39424000000002
rt5562_x	45.61232999999999
rt5913_x	94.92500000000001
rt5562_m	45.61232999999999
rt5913_m	94.92500000000001
rt5890	71.63736
rt0398	53.226119999999995
rt6356	130.20409999999998
rt1844	29.642259999999997
rt0602_c	100.13632999999999
rt5249	110.07301
rt7216	116.23514000000003
ATPASECPLXgm	951.8676199999999
rt5328	38.01408
rt8184	36.95047
rt1520	32.97965
ATPSCPLX	625.89295
rt7877	43.38605000000001
rt8036_c	72.90365000000001
rt6692_m	37.77931999999999
rt2053	56.51104
rt2305	38.20433
rt5273	40.20744999999999
rt7540_c	45.26982
rt7540_m	45.26982
rt1936	61.241910000000004
rt0303	52.96714
rt3348	58.21609
rt2613	55.95432
rt0467	49.274089999999994
rt5356	83.96047999999999
rt8272	36.76677
rt0413	47.19926000000001
rt1745	25.132340000000003
rt0221	67.99560000000001
rt0220	71.13587000000001
rt0267	33.77942
rt4763	83.13604999999998
rt4767	54.62344
rt0986	84.98065
rt6937	66.69018000000001
rt0389	128.27358999999998
rt0391	43.629979999999996
rt2726	18.15748
CPA12	295.54844
rt3934	131.14386999999996
rt4513_mm	71.56564
rt4513_rm	71.56564
rt0160	75.4473
rt1271	94.84643
rt5118	92.55743
rt8348	85.68513
rt8349	86.75567000000001
rt3508	40.32298
rt7081	40.542339999999996
rt7626	40.45328
rt6946	41.11318
rt1296	43.93037
rt3023_c	48.76497
rt6800_c	47.073660000000004
rt3023_r	48.76497
rt6800_r	47.073660000000004
rt5076	35.758709999999994
rt5077	33.405049999999996
rt2528	41.04242000000001
rt2172	26.85388
rt5191	24.158670000000004
rt2848	67.05848
rt3274	75.89812
rt7614	95.95348999999999
rt0720	49.31751
rt2983	58.27537
rt7623	54.89759
rt1336	32.7898
rt5669	39.865370000000006
rt0086	42.22035999999999
rt0089	42.48170999999999
rt4385	30.13687
rt6255	52.597100000000005
rt6259	51.53196
rt4171	43.9065
rt4186	46.214510000000004
rt4714	52.49915000000001
rt5596	85.50511
rt5734	45.68860999999999
rt6409	47.44494
rt4284	57.66972999999999
rt0073	102.61857
rt0144	228.29293
rt0540	221.23081999999997
rt1343	112.45827
rt1388	86.26498000000001
rt6173	131.23548
rt6592	107.43879
rt7460	167.98841000000002
rt1454	37.86081000000001
rt2146	32.22863999999999
rt8047	32.51373999999999
rt6468	99.53664000000002
rt4023	29.345910000000003
rt6386	32.312479999999994
rt3507	38.15435
rt5764	41.298469999999995
rt0548	43.84440000000001
rt3377	60.78956999999999
rt5829	108.2109
rt7415_x	79.20688
rt7415_m	79.20688
rt5212_x	79.22346999999999
rt5877_x	71.17569999999999
rt5212_c	79.22346999999999
rt0947	77.86113
rt5877_m	71.17569999999999
rt6191	18.15047
rt6644	58.50998
CIT13	71.99152
rt2960	42.6294
rt2963	101.35364
rt0180	54.69788
rt4019	44.58963000000001
rt8107	67.12913999999999
rt6589	36.43665
rt3663	41.978049999999996
rt1131	52.52641000000002
rt1487	87.26594999999999
rt7344	41.172770000000014
rt0265	61.39184999999999
rt7919	18.431649999999998
rt1060	192.60196
rt4312	132.54755
rt1788	32.675259999999994
rt0632	44.4532
rt5949	30.59237
rt8298	56.53479999999999
rt5693	27.760880000000004
rt0757	99.69795
rt8268	28.991900000000005
rt2234_c	40.31724
rt3787_c	44.37979999999999
rt2234_m	40.31724
rt3787_m	44.37979999999999
rt3539	30.2382
rt4860	29.927689999999995
rt8092_l	39.47118
rt8092_rm	39.47118
rt3157	22.84465
rt3670	61.895570000000006
rt2544	28.70952
rt4719	39.09821000000001
rt6258	62.31331999999999
rt1321	58.574310000000004
rt3901	65.54157999999998
rt5001_l	96.09786
rt5001_rm	96.09786
rt3791_c	25.67468
rt3791_m	25.67468
rt2092	53.76912
rt6009	89.70139999999998
rt6498	43.124489999999994
rt3923	41.13557999999999
rt3509	56.83538999999999
rt7138	20.322710000000008
rt3937	43.93982
rt5884	357.91092
rt2204	246.10823999999997
rt8137	33.5582
rt7962_c	20.318379999999998
rt7962_DKMPPH_c	20.318379999999998
rt4576	40.51554
rt6247	75.52714
rt4736	24.09783
rt5681	30.300669999999997
rt0544	108.13674999999999
PMT12	199.04424000000003
rt3753	92.25734000000001
rt5116	41.42507
rt2746	29.00226
rt1542	23.40615
rt3441	40.10039
rt3542	45.086439999999996
rt5909	58.0474
rt8154	51.03903999999999
rt8469	28.50275
rt2501	72.22624
rt6884	25.491139999999994
rt0031	80.69937
rt5532	55.565439999999995
rt1830	41.29009
rt3469	44.419290000000004
rt6437	31.12824
rt2994	96.59713999999998
