product,name,precursor,MW (g/mol),rateFBA,yieldFBA,vCarbonSourcesFBA,rateRBA,yieldRBA,vCarbonSourcesRBA,yRBA/yFBA,yieldExp_LB_(g/g_substrate),yieldExp_UB_(g/g_substrate),SimulationSettings,yieldEXP_conditions,yieldExp_ref,fluxExp_LB_(mmol product/(gDW*h)),fluxExp_UB_(mmol product/(gDW*h)),,vCarbonSources,RBA: vCarbonSources,carbonSlack,RBA: carbonSlack,vprod,RBA: vprod,yield,RBA: yield
13ppd,"1,3-Propanediol",Glycerol,76.09,17.750204996025563,0.5675176971898075,-13.21,8.694441872874824,0.3905335827634702,-9.402907766364988,0.6881434441556374,,,,,,,,,,-9.402907766364988,,0.0,,8.694441872874824,,0.3905335827634702
2phetoh,2-Phenylethanol,L-Phenylalanine,122.16,6.9153377076676,0.3549693614716661,-13.21,1.822755404668496,0.1776263598760415,-6.958269930356209,0.500399130616854,,,,,,,,,,-6.958269930356209,,0.0,,1.822755404668496,,0.1776263598760415
3hppa,3-Hydroxypropionic acid,Malonyl-CoA,90.08,20.743743378592203,0.7851704750758551,-13.21,9.52767801080409,0.4942077010360296,-9.639559980218074,0.629427260351689,,,,,,,,,,-9.639559980218074,,0.0,,9.52767801080409,,0.4942077010360296
3hppb,3-Hydroxypropionic acid,L-Alanine,90.08,21.389648502006303,0.8096186001489969,-13.21,12.693184025422292,0.4804491238428756,-13.21,0.5934264896513702,,,,,,,,,,-13.21,,0.0,,12.693184025422292,,0.4804491238428756
3hppa,3-Hydroxypropionic acid,Malonyl-CoA,90.08,20.743743378592203,0.7851704750758551,-13.21,9.52767801080409,0.4942077010360296,-9.639559980218074,0.629427260351689,,,,,,,,,,-9.639559980218074,,0.0,,9.52767801080409,,0.4942077010360296
3hppb,3-Hydroxypropionic acid,L-Alanine,90.08,21.389648502006303,0.8096186001489969,-13.21,12.693184025422292,0.4804491238428756,-13.21,0.5934264896513702,,,,,,,,,,-13.21,,0.0,,12.693184025422292,,0.4804491238428756
4hbz,p-Hydroxybenzoate,Chorismate,137.11,9.208237756522538,0.5305106500418979,-13.21,2.362926730527614,0.26753620058304173,-6.721838910009729,0.5042993963682212,,,,,,,,,,-6.721838910009729,,0.0,,2.362926730527614,,0.26753620058304173
arte,Artermisinic acid,Farnesyl diphosphate,234.33,2.833362226866908,0.27898345221748294,-13.21,1.393086244642699,0.18501754974445872,-9.793642363667272,0.6631846737641893,,,,,,,,,,-9.793642363667272,,0.0,,1.393086244642699,,0.18501754974445872
btd,"(2R,3R)-Butanediol",Pyruvate,90.12,13.24482919736113,0.50155203503006,-13.21,11.547245600400668,0.4372683440135835,-13.21,0.871830465182693,,,,,,,,,,-13.21,,0.0,,11.547245600400668,,0.4372683440135835
btoh,n-Butanol,Threonine or (acetyl-CoA and pyruvate),74.12,11.228031335183973,0.3496934344023707,-13.21,8.622534106786578,0.2685460589698622,-13.21,0.7679471003761048,,,,,,,,,,-13.21,,0.0,,8.622534106786578,,0.2685460589698622
citm,Citramalate,Acetyl-CoA and pyruvate,146.1,14.74860417057921,0.9054189663270982,-13.21,11.576712384355524,0.7106960658296421,-13.21,0.7849361370379013,,,,,,,,,,-13.21,,0.0,,11.576712384355524,,0.7106960658296421
cou,p-Coumaric acid,L-Tyrosine,163.15,7.111086512283314,0.48749648886139996,-13.21,1.741398236137001,0.2358887404170429,-6.685428313711157,0.48387782436748666,,,,,,,,,,-6.685428313711157,,0.0,,1.741398236137001,,0.2358887404170429
hdca,Hexadecanoic acid,Fatty acyl-CoA,256.4,2.807493721036216,0.3024720614636655,-13.21,1.167493704295615,0.1830626450939672,-9.07661896612092,0.6052216664511926,,,,,,,,,,-9.07661896612092,,0.0,,1.167493704295615,,0.1830626450939672
hxdcol,Hexadecanol,Fatty acyl-CoA,242.44,2.714202133213628,0.2764998592507201,-13.21,1.16715973085055,0.16864617850172303,-9.313423149393085,0.6099322399611088,,,,,,,,,,-9.313423149393085,,0.0,,1.16715973085055,,0.16864617850172303
ibutoh,Isobutanol,Isobutanol,74.12,12.322661285303186,0.38378533308254226,-13.21,4.194013568124605,0.181425222131626,-9.510839386699972,0.47272578312055025,,,,,,,,,,-9.510839386699972,,0.0,,4.194013568124605,,0.181425222131626
